id,username,text,retweets,favorites,replies,permalink,date,mentions,hashtags,Tweet_Token,Tweet_Location_Found
1200516560160481280,vanderfullife,Pan Pacific Airlines adds Clark – Muan route from Dec 2019 https://www.routesonline.com/news/38/airlineroute/287726/pan-pacific-airlines-adds-clark-muan-route-from-dec-2019/ … #news #today #travel #vacation #cruise #holidays #hotels #flights #tourist,0,0,0,https://twitter.com/vanderfullife/status/1200516560160481280,2019-11-29 20:47:07+00:00,,#news #today #travel #vacation #cruise #holidays #hotels #flights #tourist,"['Pan', 'Pacific', 'Airlines', 'adds', 'Clark', '–', 'Muan', 'route', 'from', 'Dec', '2019', 'https://www.routesonline.com/news/38/airlineroute/287726/pan-pacific-airlines-adds-clark-muan-route-from-dec-2019/', '…', '#news', '#today', '#travel', '#vacation', '#cruise', '#holidays', '#hotels', '#flights', '#tourist']",['pan']
1200516487389122560,sweetsteph0914,Today I was presented w/ an #eviction notice (3 day to pay or quit). I know I have @Twitter friends or at least people that follow me & I hope you all can help. I could use a holiday miracle. I can’t have my family living on the streets #holidays https://www.gofundme.com/f/1tri9boq6o,0,0,0,https://twitter.com/sweetsteph0914/status/1200516487389122560,2019-11-29 20:46:49+00:00,@Twitter,#eviction #holidays,"['Today', 'I', 'was', 'presented', 'w', '/', 'an', '#eviction', 'notice', '(', '3', 'day', 'to', 'pay', 'or', 'quit', ')', '.', 'I', 'know', 'I', 'have', '@Twitter', 'friends', 'or', 'at', 'least', 'people', 'that', 'follow', 'me', '&', 'I', 'hope', 'you', 'all', 'can', 'help', '.', 'I', 'could', 'use', 'a', 'holiday', 'miracle', '.', 'I', 'can', '’', 't', 'have', 'my', 'family', 'living', 'on', 'the', 'streets', '#holidays', 'https://www.gofundme.com/f/1tri9boq6o']","['at', 'can', 'me', 'my', 'to']"
1200516453612568576,PhilMorseRE,Earning extra money during the #holidays can make it unnecessary to use your #creditcards to shop for gifts. http://cpix.me/a/86823621 pic.twitter.com/bT6I0hwUnG,0,0,0,https://twitter.com/PhilMorseRE/status/1200516453612568576,2019-11-29 20:46:41+00:00,,#holidays #creditcards,"['Earning', 'extra', 'money', 'during', 'the', '#holidays', 'can', 'make', 'it', 'unnecessary', 'to', 'use', 'your', '#creditcards', 'to', 'shop', 'for', 'gifts', '.', 'http://cpix.me/a/86823621', 'pic.twitter.com/bT6I0hwUnG']","['can', 'it', 'to']"
1200516306967154688,HollyNorth,"Oh the weather outside is frightful, and our staff is so delightful - And since we don't like the cold, we make it snow make it snow make it snow! - - - - #Holidays #HollyNorth #HollyNorthProductionSupplies #Christmas #xmas #ChristmasSpirit #Snowmachine #specialfxpic.twitter.com/eRMdH9GuO5",0,0,0,https://twitter.com/HollyNorth/status/1200516306967154688,2019-11-29 20:46:06+00:00,,#Holidays #HollyNorth #HollyNorthProductionSupplies #Christmas #xmas #ChristmasSpirit #Snowmachine #specialfxpic,"['Oh', 'the', 'weather', 'outside', 'is', 'frightful', ',', 'and', 'our', 'staff', 'is', 'so', 'delightful', '-', 'And', 'since', 'we', ""don't"", 'like', 'the', 'cold', ',', 'we', 'make', 'it', 'snow', 'make', 'it', 'snow', 'make', 'it', 'snow', '!', '-', '-', '-', '-', '#Holidays', '#HollyNorth', '#HollyNorthProductionSupplies', '#Christmas', '#xmas', '#ChristmasSpirit', '#Snowmachine', '#specialfxpic', '.twitter.com/eRMdH9GuO5']","['and', 'is', 'it', 'so']"
1200516102205239296,LissaandTiniRay,Hanging with some of my favs @CranbrookLiquo1 tonight and sampling the G4 Lineup! #g4tequila #liquorstores #tastings #lovethiscrew #blackfriday #friday #holidays #tequilamakesgoodpresents #christmasshopping… https://www.instagram.com/p/B5dpYBaFill/?igshid=1kachnm3ehrdn …,0,0,0,https://twitter.com/LissaandTiniRay/status/1200516102205239296,2019-11-29 20:45:17+00:00,@CranbrookLiquo1,#g4tequila #liquorstores #tastings #lovethiscrew #blackfriday #friday #holidays #tequilamakesgoodpresents #christmasshopping,"['Hanging', 'with', 'some', 'of', 'my', 'favs', '@CranbrookLiquo1', 'tonight', 'and', 'sampling', 'the', 'G4', 'Lineup', '!', '#g4tequila', '#liquorstores', '#tastings', '#lovethiscrew', '#blackfriday', '#friday', '#holidays', '#tequilamakesgoodpresents', '#christmasshopping', '…', 'https://www.instagram.com/p/B5dpYBaFill/?igshid=1kachnm3ehrdn', '…']","['and', 'my']"
1200516085835014150,TheDarianH,New single out now! Stream for free on all streaming platforms! Link in bio! #christmas #friday #holidays #newmusic #new #music #singer #guitarist https://www.instagram.com/p/B5dpXlFBXf1/?igshid=tot8uzeuu1u1 …,0,0,0,https://twitter.com/TheDarianH/status/1200516085835014150,2019-11-29 20:45:14+00:00,,#christmas #friday #holidays #newmusic #new #music #singer #guitarist,"['New', 'single', 'out', 'now', '!', 'Stream', 'for', 'free', 'on', 'all', 'streaming', 'platforms', '!', 'Link', 'in', 'bio', '!', '#christmas', '#friday', '#holidays', '#newmusic', '#new', '#music', '#singer', '#guitarist', 'https://www.instagram.com/p/B5dpXlFBXf1/?igshid=tot8uzeuu1u1', '…']",['in']
1200516039748046849,GallagherWayChi,There's nothing quite like DIY-ing during the #holidays. Create your own decorative wreath at one of our #WinterlandatGallagherWay workshops! Buy your ticket here: http://bit.ly/32Za94n pic.twitter.com/6kZdHeR52n,0,0,0,https://twitter.com/GallagherWayChi/status/1200516039748046849,2019-11-29 20:45:03+00:00,,#holidays #WinterlandatGallagherWay,"[""There's"", 'nothing', 'quite', 'like', 'DIY-ing', 'during', 'the', '#holidays', '.', 'Create', 'your', 'own', 'decorative', 'wreath', 'at', 'one', 'of', 'our', '#WinterlandatGallagherWay', 'workshops', '!', 'Buy', 'your', 'ticket', 'here', ':', 'http://bit.ly/32Za94n', 'pic.twitter.com/6kZdHeR52n']",['at']
1200516028201082880,touchstonewdc,The #holidays are here! Rent our #gallery #space for any of your #party or #event needs. #dc #rentalspace #downtown #DowntownDC #art #artspace #creativespace #host #rentus #local #events #rentspace #eventrental #eventplanning #eventinspopic.twitter.com/HWhZrr9iDK,0,0,0,https://twitter.com/touchstonewdc/status/1200516028201082880,2019-11-29 20:45:00+00:00,,#holidays #gallery #space #party #event #dc #rentalspace #downtown #DowntownDC #art #artspace #creativespace #host #rentus #local #events #rentspace #eventrental #eventplanning #eventinspopic,"['The', '#holidays', 'are', 'here', '!', 'Rent', 'our', '#gallery', '#space', 'for', 'any', 'of', 'your', '#party', 'or', '#event', 'needs', '.', '#dc', '#rentalspace', '#downtown', '#DowntownDC', '#art', '#artspace', '#creativespace', '#host', '#rentus', '#local', '#events', '#rentspace', '#eventrental', '#eventplanning', '#eventinspopic', '.twitter.com/HWhZrr9iDK']",['are']
1200515578215174145,neilwalkerwrote,This #action-packed #crime #thriller is set over #Christmas & #newyear... Drug Gang Vengeance by Neil Walker #DrugGangTrilogy #BookBoost #crimefiction #indiecember #IndieHolidays #mustreads #BlackFriday #Christmasgiftidea #holidays #readers #books http://mybook.to/DrugGang2 pic.twitter.com/ZhWgmrY6XR,0,0,0,https://twitter.com/neilwalkerwrote/status/1200515578215174145,2019-11-29 20:43:13+00:00,,#action #crime #thriller #Christmas #newyear #DrugGangTrilogy #BookBoost #crimefiction #indiecember #IndieHolidays #mustreads #BlackFriday #Christmasgiftidea #holidays #readers #books,"['This', '#action-packed', '#crime', '#thriller', 'is', 'set', 'over', '#Christmas', '&', '#newyear', '...', 'Drug', 'Gang', 'Vengeance', 'by', 'Neil', 'Walker', '#DrugGangTrilogy', '#BookBoost', '#crimefiction', '#indiecember', '#IndieHolidays', '#mustreads', '#BlackFriday', '#Christmasgiftidea', '#holidays', '#readers', '#books', 'http://mybook.to/DrugGang2', 'pic.twitter.com/ZhWgmrY6XR']","['by', 'is']"
1200515547089264641,1423PetsmartSM,Check out our great black friday sales! #petsmart #sanmarcos #fortheloveofpets #holidays #chanceandlucky #treats #blackfriday #sales https://www.instagram.com/p/B5dpHxEBnFL/?igshid=6eqo1bhrsp9f …,0,0,0,https://twitter.com/1423PetsmartSM/status/1200515547089264641,2019-11-29 20:43:05+00:00,,#petsmart #sanmarcos #fortheloveofpets #holidays #chanceandlucky #treats #blackfriday #sales,"['Check', 'out', 'our', 'great', 'black', 'friday', 'sales', '!', '#petsmart', '#sanmarcos', '#fortheloveofpets', '#holidays', '#chanceandlucky', '#treats', '#blackfriday', '#sales', 'https://www.instagram.com/p/B5dpHxEBnFL/?igshid=6eqo1bhrsp9f', '…']",
